id,run no.,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,all_best_val_runs,all_test_runs
"train(n)[2000, 600]__batchNone_model[16, 32, 64][32, 16]_0_do[0.0, 0.0]_lr[0.01]_binary",0,,,"[2000, 600]","[16, 32, 64]","[32, 16]","[0.0, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 83.40, hss2:  76.19, cm: [[1839, 191], [41, 529]])","Metric(tss: 80.23, hss2:  22.75, cm: [[292236, 32715], [605, 5629]])"
"train(n)[3600, 800]__batch128_model[32, 64, 32][64, 32]_None_do[0.0, 0.2]_lr[0.01]_binary",0,128.0,,"[3600, 800]","[32, 64, 32]","[64, 32]","[0.0, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss: 87.89, hss2:  76.91, cm: [[2929, 286], [23, 693]])","Metric(tss: 74.02, hss2:  30.90, cm: [[274263, 16841], [1116, 4410]])"
"train(n)[2400, 800]__batchNone_model[128, 128, 128][16, 32]_avg_do[0.2, 0.0]_lr[0.01]_binary",0,,,"[2400, 800]","[128, 128, 128]","[16, 32]","[0.2, 0.0]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 87.46, hss2:  80.53, cm: [[2162, 232], [23, 783]])","Metric(tss: 69.05, hss2:  14.51, cm: [[276176, 48775], [994, 5240]])"
"train(n)[2000, 400]__batch1024_model[16, 32, 32][64, 0]_None_do[0.2, 0.2]_lr[0.01]_binary",0,1024.0,,"[2000, 400]","[16, 32, 32]","[64, 0]","[0.2, 0.2]",,,0.01,"Metric(tss: 85.72, hss2:  71.50, cm: [[1607, 192], [13, 347]])","Metric(tss: 73.27, hss2:  30.93, cm: [[274517, 16587], [1162, 4364]])"
"train(n)[1600, 400]__batch1024_model[64, 128, 32][32, 8]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[1600, 400]","[64, 128, 32]","[32, 8]","[0.2, 0.6000000000000001]",0,,0.01,"Metric(tss: 67.40, hss2:  64.45, cm: [[1471, 140], [93, 296]])","Metric(tss: 63.54, hss2:  23.30, cm: [[301177, 23774], [1817, 4417]])"
"train(n)[1200, 1200]__batch128_model[64, 64, 32][64, 16]_None_do[0.2, 0.4]_lr[0.01]_binary",0,128.0,,"[1200, 1200]","[64, 64, 32]","[64, 16]","[0.2, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss: 87.20, hss2:  86.88, cm: [[1005, 115], [26, 999]])","Metric(tss: 80.23, hss2:  15.39, cm: [[243454, 47650], [188, 5338]])"
"train(n)[3200, 400]__batchNone_model[128, 128, 32][8, 0]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,,,"[3200, 400]","[128, 128, 32]","[8, 0]","[0.6000000000000001, 0.4]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 82.31, hss2:  52.89, cm: [[2708, 502], [8, 382]])","Metric(tss: 56.26, hss2:  15.93, cm: [[290702, 34249], [2070, 4164]])"
"train(n)[1200, 1200]__batchNone_model[128, 64, 32][32, 0]_0_do[0.4, 0.4]_lr[0.01]_binary",0,,,"[1200, 1200]","[128, 64, 32]","[32, 0]","[0.4, 0.4]",0,"[0.3, 0.7]",0.01,"Metric(tss: 84.85, hss2:  84.91, cm: [[1066, 119], [62, 1153]])","Metric(tss: 63.71, hss2:  6.32, cm: [[209480, 115471], [47, 6187]])"
"train(k)[1600, 600]__batch1024_model[64, 128, 32][8, 0]_0_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,"[1600, 600]",,"[64, 128, 32]","[8, 0]","[0.2, 0.4]",0,"[0.3, 0.7]",0.01,"Metric(tss: 91.18, hss2:  85.97, cm: [[1449, 132], [3, 633]])","Metric(tss: 69.38, hss2:  8.36, cm: [[232014, 92937], [126, 6108]])"
"train(n)[3200, 600]__batch1024_model[16, 32, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[3200, 600]","[16, 32, 128]","[64, 8]","[0.2, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 83.78, hss2:  70.05, cm: [[2893, 319], [37, 551]])","Metric(tss: 77.25, hss2:  19.24, cm: [[285961, 38990], [670, 5564]])"
"train(n)[2400, 1200]__batch128_model[16, 64, 128][32, 16]_avg_do[0.4, 0.2]_lr[0.01]_binary",0,128.0,,"[2400, 1200]","[16, 64, 128]","[32, 16]","[0.4, 0.2]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 88.25, hss2:  84.74, cm: [[2176, 226], [28, 1170]])","Metric(tss: 47.03, hss2:  3.42, cm: [[162460, 162491], [185, 6049]])"
"train(k)[400, 600]__batch128_model[128, 16, 128][32, 16]_None_do[0.0, 0.2]_lr[0.01]_binary",0,128.0,"[400, 600]",,"[128, 16, 128]","[32, 16]","[0.0, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 88.70, hss2:  90.00, cm: [[298, 33], [7, 518]])","Metric(tss: 72.23, hss2:  9.43, cm: [[216012, 75092], [109, 5417]])"
"train(k)[800, 400]__batch128_model[128, 64, 32][8, 0]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,128.0,"[800, 400]",,"[128, 64, 32]","[8, 0]","[0.6000000000000001, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 86.80, hss2:  82.95, cm: [[734, 83], [12, 383]])","Metric(tss: 72.61, hss2:  14.28, cm: [[272316, 52635], [698, 5536]])"
"train(n)[2800, 1000]__batchNone_model[128, 16, 64][8, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,,,"[2800, 1000]","[128, 16, 64]","[8, 16]","[0.6000000000000001, 0.4]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 78.84, hss2:  68.64, cm: [[2289, 502], [32, 977]])","Metric(tss: 76.53, hss2:  13.60, cm: [[265781, 59170], [328, 5906]])"
"train(k)[4000, 800]__batchNone_model[16, 128, 32][8, 0]_avg_do[0.0, 0.2]_lr[0.01]_binary",0,,"[4000, 800]",,"[16, 128, 32]","[8, 0]","[0.0, 0.2]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 91.51, hss2:  79.24, cm: [[3695, 303], [7, 764]])","Metric(tss: 55.22, hss2:  32.06, cm: [[313200, 11751], [2566, 3668]])"
"train(k)[2000, 400]__batchNone_model[32, 64, 64][64, 8]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,,"[2000, 400]",,"[32, 64, 64]","[64, 8]","[0.6000000000000001, 0.4]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 85.75, hss2:  69.04, cm: [[1740, 255], [6, 403]])","Metric(tss: 72.05, hss2:  26.56, cm: [[301876, 23075], [1300, 4934]])"
"train(k)[800, 1400]__batch128_model[16, 128, 64][64, 0]_0_do[0.4, 0.2]_lr[0.01]_binary",0,128.0,"[800, 1400]",,"[16, 128, 64]","[64, 0]","[0.4, 0.2]",0,"[0.4, 0.6]",0.01,"Metric(tss: 68.98, hss2:  72.85, cm: [[560, 229], [27, 1323]])","Metric(tss: 59.34, hss2:  5.47, cm: [[199602, 125349], [130, 6104]])"
"train(n)[2800, 1400]__batch1024_model[16, 32, 32][64, 32]_0_do[0.4, 0.4]_lr[0.01]_binary",0,1024.0,,"[2800, 1400]","[16, 32, 32]","[64, 32]","[0.4, 0.4]",0,"[0.2, 0.8]",0.01,"Metric(tss: 82.26, hss2:  77.92, cm: [[2345, 396], [48, 1411]])","Metric(tss: 80.00, hss2:  18.42, cm: [[282025, 42926], [423, 5811]])"
"train(n)[2000, 400]__batch128_model[16, 32, 64][16, 16]_0_do[0.4, 0.4]_lr[0.01]_binary",0,128.0,,"[2000, 400]","[16, 32, 64]","[16, 16]","[0.4, 0.4]",0,"[0.3, 0.7]",0.01,"Metric(tss: 83.22, hss2:  69.24, cm: [[1771, 226], [22, 381]])","Metric(tss: 80.59, hss2:  20.10, cm: [[286229, 38722], [467, 5767]])"
"train(n)[800, 1400]__batch1024_model[16, 16, 128][64, 8]_avg_do[0.0, 0.2]_lr[0.01]_binary",0,1024.0,,"[800, 1400]","[16, 16, 128]","[64, 8]","[0.0, 0.2]",avg,,0.01,"Metric(tss: 84.72, hss2:  85.58, cm: [[705, 91], [54, 1350]])","Metric(tss: 81.70, hss2:  21.42, cm: [[288728, 36223], [446, 5788]])"
"train(n)[800, 1200]__batch128_model[32, 32, 32][8, 0]_avg_do[0.2, 0.4]_lr[0.01]_binary",0,128.0,,"[800, 1200]","[32, 32, 32]","[8, 0]","[0.2, 0.4]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 88.01, hss2:  89.40, cm: [[691, 82], [17, 1210]])","Metric(tss: 30.37, hss2:  1.62, cm: [[99152, 225799], [9, 6225]])"
"train(n)[800, 1200]__batch128_model[32, 32, 32][64, 8]_0_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,128.0,,"[800, 1200]","[32, 32, 32]","[64, 8]","[0.6000000000000001, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 87.26, hss2:  87.75, cm: [[729, 72], [45, 1154]])","Metric(tss: 18.42, hss2:  0.84, cm: [[59865, 265086], [0, 6234]])"
"train(n)[400, 600]__batch1024_model[32, 64, 32][8, 8]_None_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,1024.0,,"[400, 600]","[32, 64, 32]","[8, 8]","[0.6000000000000001, 0.0]",,,0.01,"Metric(tss: 83.12, hss2:  83.55, cm: [[320, 41], [29, 496]])","Metric(tss: 78.29, hss2:  23.13, cm: [[263558, 27546], [677, 4849]])"
"train(k)[800, 1400]__batch1024_model[64, 64, 64][8, 0]_None_do[0.0, 0.0]_lr[0.01]_binary",0,1024.0,"[800, 1400]",,"[64, 64, 64]","[8, 0]","[0.0, 0.0]",,"[0.2, 0.8]",0.01,"Metric(tss: 85.87, hss2:  87.12, cm: [[584, 75], [33, 1167]])","Metric(tss: 13.18, hss2:  0.60, cm: [[55867, 235237], [332, 5194]])"
"train(n)[2400, 400]__batchNone_model[32, 32, 32][64, 0]_avg_do[0.4, 0.2]_lr[0.01]_binary",0,,,"[2400, 400]","[32, 32, 32]","[64, 0]","[0.4, 0.2]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 84.41, hss2:  65.47, cm: [[2112, 290], [14, 384]])","Metric(tss: 77.73, hss2:  22.86, cm: [[293660, 31291], [788, 5446]])"
"train(n)[400, 600]__batchNone_model[64, 128, 32][8, 0]_None_do[0.2, 0.4]_lr[0.01]_binary",0,,,"[400, 600]","[64, 128, 32]","[8, 0]","[0.2, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss: 68.04, hss2:  70.13, cm: [[272, 111], [15, 488]])","Metric(tss: 58.61, hss2:  6.63, cm: [[202166, 88938], [599, 4927]])"
"train(k)[2800, 800]__batchNone_model[128, 128, 32][64, 0]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,,"[2800, 800]",,"[128, 128, 32]","[64, 0]","[0.6000000000000001, 0.6000000000000001]",,,0.01,"Metric(tss: 82.50, hss2:  73.85, cm: [[2037, 269], [40, 646]])","Metric(tss: 78.84, hss2:  21.18, cm: [[259862, 31242], [576, 4950]])"
"train(k)[1200, 1200]__batch1024_model[128, 128, 64][64, 8]_None_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[1200, 1200]",,"[128, 128, 64]","[64, 8]","[0.2, 0.6000000000000001]",,,0.01,"Metric(tss: 85.91, hss2:  86.16, cm: [[868, 113], [27, 1023]])","Metric(tss: 77.89, hss2:  19.00, cm: [[255623, 35481], [548, 4978]])"
"train(k)[4000, 600]__batch128_model[16, 32, 128][16, 0]_None_do[0.2, 0.2]_lr[0.01]_binary",0,128.0,"[4000, 600]",,"[16, 32, 128]","[16, 0]","[0.2, 0.2]",,"[0.4, 0.6]",0.01,"Metric(tss: 89.17, hss2:  73.01, cm: [[2999, 287], [11, 513]])","Metric(tss: 68.33, hss2:  29.62, cm: [[274937, 16167], [1443, 4083]])"
"train(k)[2800, 200]__batch128_model[64, 64, 128][32, 0]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,128.0,"[2800, 200]",,"[64, 64, 128]","[32, 0]","[0.6000000000000001, 0.6000000000000001]",avg,,0.01,"Metric(tss: 52.34, hss2:  50.69, cm: [[2682, 102], [88, 112]])","Metric(tss: 54.82, hss2:  24.68, cm: [[306954, 17997], [2471, 3763]])"
"train(k)[3600, 1200]__batch1024_model[16, 64, 64][64, 8]_0_do[0.2, 0.0]_lr[0.01]_binary",0,1024.0,"[3600, 1200]",,"[16, 64, 64]","[64, 8]","[0.2, 0.0]",0,"[0.2, 0.8]",0.01,"Metric(tss: 92.56, hss2:  86.53, cm: [[3382, 237], [10, 1113]])","Metric(tss: 55.89, hss2:  17.56, cm: [[295039, 29912], [2176, 4058]])"
"train(k)[1600, 200]__batchNone_model[32, 16, 32][32, 32]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,,"[1600, 200]",,"[32, 16, 32]","[32, 32]","[0.2, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 83.94, hss2:  61.35, cm: [[1391, 198], [8, 214]])","Metric(tss: 79.77, hss2:  17.34, cm: [[278803, 46148], [376, 5858]])"
"train(k)[2800, 1400]__batchNone_model[64, 64, 32][32, 32]_avg_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,,"[2800, 1400]",,"[64, 64, 32]","[32, 32]","[0.4, 0.6000000000000001]",avg,,0.01,"Metric(tss: 84.55, hss2:  79.85, cm: [[2415, 355], [36, 1333]])","Metric(tss: 76.87, hss2:  12.27, cm: [[257864, 67087], [155, 6079]])"
"train(n)[800, 1400]__batch1024_model[128, 16, 128][8, 16]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,1024.0,,"[800, 1400]","[128, 16, 128]","[8, 16]","[0.6000000000000001, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 32.12, hss2:  37.63, cm: [[257, 536], [4, 1403]])","Metric(tss: 20.61, hss2:  0.97, cm: [[67446, 257505], [9, 6225]])"
"train(n)[3200, 600]__batch128_model[16, 16, 64][16, 32]_0_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,128.0,,"[3200, 600]","[16, 16, 64]","[16, 32]","[0.6000000000000001, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 83.55, hss2:  67.97, cm: [[2804, 379], [28, 589]])","Metric(tss: 81.20, hss2:  21.32, cm: [[288764, 36187], [478, 5756]])"
"train(n)[2000, 600]__batch1024_model[32, 32, 32][32, 0]_0_do[0.4, 0.2]_lr[0.01]_binary",0,1024.0,,"[2000, 600]","[32, 32, 32]","[32, 0]","[0.4, 0.2]",0,"[0.4, 0.6]",0.01,"Metric(tss: 83.92, hss2:  73.48, cm: [[1781, 248], [22, 549]])","Metric(tss: 81.89, hss2:  20.78, cm: [[287164, 37787], [404, 5830]])"
"train(n)[1600, 1000]__batchNone_model[16, 32, 16][8, 16]_avg_do[0.0, 0.4]_lr[0.01]_binary",0,,,"[1600, 1000]","[16, 32, 16]","[8, 16]","[0.0, 0.4]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 83.87, hss2:  81.61, cm: [[1418, 188], [44, 950]])","Metric(tss: 80.33, hss2:  20.73, cm: [[287888, 37063], [515, 5719]])"
"train(n)[1600, 800]__batchNone_model[16, 16, 32][32, 32]_None_do[0.4, 0.0]_lr[0.01]_binary",0,,,"[1600, 800]","[16, 16, 32]","[32, 32]","[0.4, 0.0]",,"[0.3, 0.7]",0.01,"Metric(tss: 87.49, hss2:  84.07, cm: [[1271, 142], [18, 715]])","Metric(tss: 78.28, hss2:  21.68, cm: [[261066, 30038], [630, 4896]])"
"train(k)[2800, 1400]__batch1024_model[128, 32, 32][32, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[2800, 1400]",,"[128, 32, 32]","[32, 8]","[0.6000000000000001, 0.6000000000000001]",avg,,0.01,"Metric(tss: 56.32, hss2:  59.67, cm: [[2588, 199], [494, 858]])","Metric(tss: 55.56, hss2:  17.66, cm: [[295475, 29476], [2205, 4029]])"
"train(k)[2800, 1200]__batch128_model[64, 128, 64][8, 16]_0_do[0.2, 0.2]_lr[0.01]_binary",0,128.0,"[2800, 1200]",,"[64, 128, 64]","[8, 16]","[0.2, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 34.18, hss2:  22.99, cm: [[993, 1839], [10, 1120]])","Metric(tss: 20.70, hss2:  0.97, cm: [[67730, 257221], [9, 6225]])"
"train(n)[3600, 1000]__batch1024_model[32, 64, 16][32, 8]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[3600, 1000]","[32, 64, 16]","[32, 8]","[0.4, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 83.09, hss2:  72.22, cm: [[3207, 437], [47, 909]])","Metric(tss: 81.44, hss2:  20.83, cm: [[287530, 37421], [439, 5795]])"
"train(k)[400, 1200]__batchNone_model[16, 64, 16][32, 0]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,,"[400, 1200]",,"[16, 64, 16]","[32, 0]","[0.2, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 84.13, hss2:  83.44, cm: [[377, 46], [57, 1083]])","Metric(tss: 75.93, hss2:  11.50, cm: [[253566, 71385], [131, 6103]])"
"train(n)[2800, 400]__batch128_model[32, 16, 16][64, 8]_None_do[0.0, 0.2]_lr[0.01]_binary",0,128.0,,"[2800, 400]","[32, 16, 16]","[64, 8]","[0.0, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 85.82, hss2:  66.03, cm: [[2317, 233], [16, 301]])","Metric(tss: 65.11, hss2:  32.02, cm: [[277784, 13320], [1675, 3851]])"
"train(n)[2000, 1400]__batchNone_model[16, 64, 32][32, 16]_0_do[0.2, 0.2]_lr[0.01]_binary",0,,,"[2000, 1400]","[16, 64, 32]","[32, 16]","[0.2, 0.2]",0,,0.01,"Metric(tss: 83.82, hss2:  82.57, cm: [[1773, 219], [73, 1335]])","Metric(tss: 76.73, hss2:  16.91, cm: [[279411, 45540], [577, 5657]])"
"train(n)[4000, 1000]__batch128_model[64, 32, 32][32, 16]_None_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,128.0,,"[4000, 1000]","[64, 32, 32]","[32, 16]","[0.6000000000000001, 0.0]",,,0.01,"Metric(tss: 79.24, hss2:  71.27, cm: [[3230, 350], [95, 770]])","Metric(tss: 72.02, hss2:  25.75, cm: [[269718, 21386], [1140, 4386]])"
"train(k)[400, 1200]__batch128_model[128, 128, 32][16, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,128.0,"[400, 1200]",,"[128, 128, 32]","[16, 32]","[0.6000000000000001, 0.0]",0,"[0.3, 0.7]",0.01,"Metric(tss: 64.19, hss2:  70.72, cm: [[269, 138], [22, 1134]])","Metric(tss: 53.88, hss2:  4.26, cm: [[176696, 148255], [31, 6203]])"
"train(n)[3200, 200]__batch1024_model[128, 64, 32][32, 16]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,1024.0,,"[3200, 200]","[128, 64, 32]","[32, 16]","[0.2, 0.2]",avg,,0.01,"Metric(tss: 86.14, hss2:  55.30, cm: [[2941, 255], [12, 192]])","Metric(tss: 59.79, hss2:  6.78, cm: [[224993, 99958], [589, 5645]])"
"train(n)[400, 400]__batch1024_model[32, 64, 128][8, 16]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[400, 400]","[32, 64, 128]","[8, 16]","[0.4, 0.6000000000000001]",,"[0.3, 0.7]",0.01,"Metric(tss: 79.13, hss2:  79.19, cm: [[302, 50], [24, 336]])","Metric(tss: 75.87, hss2:  12.05, cm: [[231228, 59876], [197, 5329]])"
"train(n)[4000, 1200]__batch1024_model[32, 64, 128][32, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[4000, 1200]","[32, 64, 128]","[32, 32]","[0.4, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 85.21, hss2:  73.81, cm: [[3462, 542], [15, 1181]])","Metric(tss: 69.21, hss2:  8.27, cm: [[231206, 93745], [121, 6113]])"
"train(k)[2800, 1200]__batch128_model[16, 64, 64][32, 16]_None_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,128.0,"[2800, 1200]",,"[16, 64, 64]","[32, 16]","[0.6000000000000001, 0.0]",,,0.01,"Metric(tss: 84.02, hss2:  80.64, cm: [[2028, 233], [61, 1014]])","Metric(tss: 78.19, hss2:  27.02, cm: [[268980, 22124], [785, 4741]])"
"train(n)[4000, 1000]__batch1024_model[16, 64, 128][64, 8]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[4000, 1000]","[16, 64, 128]","[64, 8]","[0.4, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 83.65, hss2:  73.54, cm: [[3215, 366], [53, 811]])","Metric(tss: 78.43, hss2:  25.37, cm: [[266815, 24289], [731, 4795]])"
"train(k)[1600, 200]__batch128_model[64, 16, 128][16, 32]_avg_do[0.4, 0.2]_lr[0.01]_binary",0,128.0,"[1600, 200]",,"[64, 16, 128]","[16, 32]","[0.4, 0.2]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 69.40, hss2:  55.26, cm: [[1438, 156], [41, 156]])","Metric(tss: 62.81, hss2:  12.79, cm: [[273892, 51059], [1339, 4895]])"
"train(n)[2400, 1000]__batch1024_model[64, 128, 128][32, 32]_0_do[0.4, 0.0]_lr[0.01]_binary",0,1024.0,,"[2400, 1000]","[64, 128, 128]","[32, 32]","[0.4, 0.0]",0,"[0.3, 0.7]",0.01,"Metric(tss: 83.28, hss2:  78.23, cm: [[2161, 266], [56, 917]])","Metric(tss: 80.73, hss2:  22.65, cm: [[291785, 33166], [565, 5669]])"
"train(k)[1600, 800]__batchNone_model[32, 16, 16][16, 0]_0_do[0.0, 0.4]_lr[0.01]_binary",0,,"[1600, 800]",,"[32, 16, 16]","[16, 0]","[0.0, 0.4]",0,,0.01,"Metric(tss: 84.85, hss2:  81.31, cm: [[1415, 176], [33, 775]])","Metric(tss: 79.84, hss2:  16.08, cm: [[274259, 50692], [284, 5950]])"
"train(k)[2000, 400]__batchNone_model[32, 32, 64][16, 0]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,,"[2000, 400]",,"[32, 32, 64]","[16, 0]","[0.6000000000000001, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 84.83, hss2:  65.00, cm: [[1753, 281], [5, 365]])","Metric(tss: 76.38, hss2:  13.45, cm: [[265127, 59824], [325, 5909]])"
"train(n)[2000, 800]__batch128_model[16, 32, 64][64, 16]_0_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,128.0,,"[2000, 800]","[16, 32, 64]","[64, 16]","[0.6000000000000001, 0.4]",0,"[0.2, 0.8]",0.01,"Metric(tss: 82.61, hss2:  76.27, cm: [[1702, 269], [31, 798]])","Metric(tss: 80.93, hss2:  19.79, cm: [[285239, 39712], [427, 5807]])"
"train(n)[1200, 1200]__batchNone_model[64, 16, 16][16, 8]_None_do[0.4, 0.4]_lr[0.01]_binary",0,,,"[1200, 1200]","[64, 16, 16]","[16, 8]","[0.4, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 88.62, hss2:  88.62, cm: [[975, 96], [26, 1048]])","Metric(tss: 79.44, hss2:  14.80, cm: [[241698, 49406], [198, 5328]])"
"train(k)[3600, 1400]__batch128_model[32, 128, 32][32, 16]_avg_do[0.2, 0.4]_lr[0.01]_binary",0,128.0,"[3600, 1400]",,"[32, 128, 32]","[32, 16]","[0.2, 0.4]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 89.83, hss2:  84.53, cm: [[3189, 314], [17, 1395]])","Metric(tss: 63.18, hss2:  6.12, cm: [[206356, 118595], [20, 6214]])"
"train(k)[400, 600]__batch1024_model[64, 16, 32][32, 16]_0_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,1024.0,"[400, 600]",,"[64, 16, 32]","[32, 16]","[0.6000000000000001, 0.4]",0,"[0.3, 0.7]",0.01,"Metric(tss: 90.45, hss2:  90.85, cm: [[382, 28], [16, 571]])","Metric(tss: 61.45, hss2:  5.70, cm: [[200574, 124377], [17, 6217]])"
"train(n)[400, 400]__batch1024_model[16, 128, 128][64, 32]_0_do[0.0, 0.0]_lr[0.01]_binary",0,1024.0,,"[400, 400]","[16, 128, 128]","[64, 32]","[0.0, 0.0]",0,"[0.3, 0.7]",0.01,"Metric(tss: 84.28, hss2:  84.46, cm: [[342, 48], [14, 396]])","Metric(tss: 36.93, hss2:  2.17, cm: [[121664, 203287], [32, 6202]])"
"train(n)[2400, 1200]__batch1024_model[32, 16, 128][8, 32]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[2400, 1200]","[32, 16, 128]","[8, 32]","[0.6000000000000001, 0.6000000000000001]",,"[0.3, 0.7]",0.01,"Metric(tss: 82.56, hss2:  77.60, cm: [[1860, 301], [37, 1018]])","Metric(tss: 79.51, hss2:  23.47, cm: [[263595, 27509], [610, 4916]])"
"train(k)[2400, 1200]__batch1024_model[16, 32, 64][64, 8]_avg_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[2400, 1200]",,"[16, 32, 64]","[64, 8]","[0.4, 0.6000000000000001]",avg,,0.01,"Metric(tss: 88.93, hss2:  85.24, cm: [[2133, 228], [17, 1183]])","Metric(tss: 66.12, hss2:  6.90, cm: [[215782, 109169], [18, 6216]])"
"train(k)[3600, 400]__batchNone_model[32, 128, 32][64, 32]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,,"[3600, 400]",,"[32, 128, 32]","[64, 32]","[0.6000000000000001, 0.0]",avg,,0.01,"Metric(tss: 81.20, hss2:  55.86, cm: [[3195, 410], [28, 349]])","Metric(tss: 41.11, hss2:  11.88, cm: [[290650, 34301], [3013, 3221]])"
"train(n)[800, 600]__batchNone_model[32, 16, 32][32, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,,,"[800, 600]","[32, 16, 32]","[32, 32]","[0.6000000000000001, 0.0]",0,"[0.2, 0.8]",0.01,"Metric(tss: 73.83, hss2:  70.99, cm: [[620, 190], [16, 574]])","Metric(tss: 75.96, hss2:  13.01, cm: [[263154, 61797], [313, 5921]])"
"train(n)[1600, 800]__batch1024_model[16, 16, 64][32, 16]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,1024.0,,"[1600, 800]","[16, 16, 64]","[32, 16]","[0.2, 0.2]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 83.66, hss2:  79.46, cm: [[1358, 211], [24, 807]])","Metric(tss: 80.80, hss2:  17.97, cm: [[280172, 44779], [338, 5896]])"
"train(n)[3600, 600]__batchNone_model[16, 128, 32][16, 32]_None_do[0.2, 0.4]_lr[0.01]_binary",0,,,"[3600, 600]","[16, 128, 32]","[16, 32]","[0.2, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss: 68.48, hss2:  57.93, cm: [[2910, 335], [110, 409]])","Metric(tss: 76.14, hss2:  20.48, cm: [[259773, 31331], [724, 4802]])"
