id,run no.,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,all_best_val_runs,all_test_runs
"train(k)[1600, 600, 200, 40]__batchNone_model[64, 32, 16][64, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_multi",0,,"[1600, 600, 200, 40]",,"[64, 32, 16]","[64, 16]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  27.68, tss: [  48.41   16.56   45.74    0.00],hss2: [  44.74   15.35   30.25    0.00] cm: [[1032, 414, 93, 0], [164, 291, 188, 0], [1, 80, 119, 0], [0, 17, 25, 0]])","Metric(avg tss:  22.55, tss: [  38.65   10.17   42.24   -0.85],hss2: [  34.63   12.75    9.59   -0.28] cm: [[231527, 15647, 24545, 2523], [24958, 8294, 17204, 253], [1013, 1505, 3137, 34], [97, 204, 244, 0]])"
"train(k)[800, 600, 400, 160]__batchNone_model[16, 128, 32][16, 8]_0_do[0.2, 0.4]_lr[0.01]_multi",0,,"[800, 600, 400, 160]",,"[16, 128, 32]","[16, 8]","[0.2, 0.4]",0,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  29.15, tss: [  57.32    3.45   55.82    0.00],hss2: [  58.59    4.15   34.68    0.00] cm: [[538, 137, 103, 0], [135, 87, 384, 0], [2, 7, 382, 0], [0, 1, 160, 0]])","Metric(avg tss:  26.76, tss: [  49.07  -12.59   70.55    0.00],hss2: [  27.97  -10.88    8.08    0.00] cm: [[160452, 64672, 49118, 0], [5368, 5328, 40013, 0], [8, 100, 5581, 0], [0, 0, 545, 0]])"
"train(n)[1200, 1200, 800, 120]__batch128_model[128, 16, 16][16, 0]_0_do[0.2, 0.2]_lr[0.01]_multi",0,128.0,,"[1200, 1200, 800, 120]","[128, 16, 16]","[16, 0]","[0.2, 0.2]",0,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  62.79, tss: [  69.24   35.20   63.19   83.54],hss2: [  71.33   37.24   54.72   54.12] cm: [[927, 260, 42, 1], [126, 591, 438, 39], [2, 44, 654, 91], [0, 0, 13, 92]])","Metric(avg tss:  20.06, tss: [  45.39    1.15   49.34  -15.63],hss2: [  23.09    1.60    6.65   -0.17] cm: [[133494, 13024, 47030, 80694], [1871, 2955, 28432, 17451], [0, 82, 4134, 1473], [0, 0, 466, 79]])"
"train(k)[400, 300, 600, 160]__batch1024_model[64, 64, 32][8, 16]_None_do[0.4, 0.0]_lr[0.01]_multi",0,1024.0,"[400, 300, 600, 160]",,"[64, 64, 32]","[8, 16]","[0.4, 0.0]",,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  60.87, tss: [  69.66   25.72   64.21   83.91],hss2: [  65.05   29.29   64.64   67.91] cm: [[274, 36, 17, 2], [114, 99, 66, 6], [13, 52, 418, 58], [0, 0, 11, 95]])","Metric(avg tss:  41.53, tss: [  61.00    8.37   48.02   48.74],hss2: [  44.91    8.96    8.54    4.76] cm: [[187600, 29598, 24639, 2187], [8326, 9571, 25143, 4040], [26, 255, 3336, 1502], [0, 1, 197, 209]])"
"train(k)[400, 300, 200, 40]__batch1024_model[128, 64, 32][64, 32]_avg_do[0.4, 0.2]_lr[0.01]_multi",0,1024.0,"[400, 300, 200, 40]",,"[128, 64, 32]","[64, 32]","[0.4, 0.2]",avg,,0.01,"Metric(avg tss:  58.97, tss: [  67.13   29.81   53.76   85.17],hss2: [  67.00   31.98   51.77   55.81] cm: [[294, 58, 13, 1], [74, 135, 82, 15], [2, 32, 151, 39], [0, 1, 3, 42]])","Metric(avg tss:  45.74, tss: [  64.62   21.58   45.13   51.61],hss2: [  47.53   19.69   11.91    6.58] cm: [[214773, 43061, 13786, 2622], [7745, 18857, 20785, 3322], [56, 682, 3176, 1775], [0, 17, 234, 294]])"
"train(k)[800, 600, 400, 120]__batch128_model[128, 64, 64][64, 0]_0_do[0.0, 0.2]_lr[0.01]_multi",0,128.0,"[800, 600, 400, 120]",,"[128, 64, 64]","[64, 0]","[0.0, 0.2]",0,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  67.70, tss: [  68.07   43.44   67.24   92.04],hss2: [  69.23   45.42   59.00   74.14] cm: [[624, 137, 52, 8], [85, 333, 163, 13], [2, 30, 321, 40], [0, 0, 5, 104]])","Metric(avg tss:  1.03, tss: [   3.56  -16.66   -2.76   19.96],hss2: [   1.26  -13.28   -0.19    0.30] cm: [[9947, 76731, 137126, 50438], [36, 5444, 25608, 19621], [0, 114, 2693, 2882], [0, 0, 316, 229]])"
"train(k)[400, 1200, 600, 80]__batchNone_model[16, 32, 16][64, 16]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_multi",0,,"[400, 1200, 600, 80]",,"[16, 32, 16]","[64, 16]","[0.6000000000000001, 0.6000000000000001]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  23.94, tss: [   0.00   32.45   63.30    0.00],hss2: [   0.00   32.68   53.29    0.00] cm: [[0, 329, 19, 0], [0, 795, 281, 0], [0, 63, 465, 0], [0, 0, 70, 0]])","Metric(avg tss:  9.24, tss: [   0.00  -42.87   79.83    0.00],hss2: [   0.00  -15.42   17.26    0.00] cm: [[0, 230090, 13934, 0], [0, 23294, 23786, 0], [0, 363, 4756, 0], [0, 0, 407, 0]])"
"train(n)[800, 900, 600, 160]__batch1024_model[32, 32, 64][16, 8]_None_do[0.2, 0.4]_lr[0.01]_multi",0,1024.0,,"[800, 900, 600, 160]","[32, 32, 64]","[16, 8]","[0.2, 0.4]",,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  44.43, tss: [  71.37   46.56   59.79    0.00],hss2: [  73.70   46.79   52.94    0.00] cm: [[540, 153, 11, 0], [77, 540, 206, 0], [3, 109, 448, 0], [0, 1, 115, 0]])","Metric(avg tss:  33.06, tss: [  47.13    6.52   78.58    0.00],hss2: [  52.48    9.83   22.64    0.00] cm: [[232406, 3948, 7670, 0], [24908, 3860, 18312, 0], [402, 231, 4486, 0], [0, 0, 407, 0]])"
"train(n)[800, 300, 800, 120]__batch1024_model[32, 128, 64][8, 0]_None_do[0.0, 0.2]_lr[0.01]_multi",0,1024.0,,"[800, 300, 800, 120]","[32, 128, 64]","[8, 0]","[0.0, 0.2]",,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  66.98, tss: [  79.92   15.71   81.14   91.15],hss2: [  78.68   21.81   79.27   78.60] cm: [[675, 30, 27, 0], [120, 51, 102, 8], [11, 7, 650, 28], [0, 0, 6, 83]])","Metric(avg tss:  36.58, tss: [  59.87    5.73   69.05   11.68],hss2: [  53.47    8.03   12.67    2.56] cm: [[213440, 9306, 20324, 954], [14397, 4473, 26450, 1760], [120, 91, 4362, 546], [0, 1, 354, 52]])"
"train(k)[800, 300, 400, 40]__batchNone_model[64, 64, 128][16, 16]_None_do[0.4, 0.6000000000000001]_lr[0.01]_multi",0,,"[800, 300, 400, 40]",,"[64, 64, 128]","[16, 16]","[0.4, 0.6000000000000001]",,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  24.39, tss: [  44.33    0.00   42.23   11.00],hss2: [  44.31    0.00   32.37   16.59] cm: [[473, 0, 176, 1], [129, 0, 162, 0], [59, 0, 268, 7], [2, 0, 36, 5]])","Metric(avg tss:  25.78, tss: [  37.02    0.92   42.30   22.88],hss2: [  27.65    1.53    4.67    2.22] cm: [[179365, 380, 61144, 3135], [18752, 515, 24048, 3765], [401, 44, 3666, 1008], [40, 9, 254, 104]])"
"train(n)[400, 900, 200, 160]__batchNone_model[128, 128, 128][64, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_multi",0,,,"[400, 900, 200, 160]","[128, 128, 128]","[64, 0]","[0.0, 0.6000000000000001]",avg,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  42.04, tss: [  42.04   39.39    6.19   80.55],hss2: [  49.58   40.36    9.54   52.92] cm: [[173, 205, 0, 3], [43, 776, 21, 97], [0, 99, 15, 81], [0, 10, 1, 136]])","Metric(avg tss:  25.08, tss: [  34.33    6.24  -24.26   84.01],hss2: [  18.12    6.72   -2.92    1.70] cm: [[136745, 32533, 83778, 21186], [8743, 9091, 6334, 26541], [101, 250, 195, 5143], [0, 0, 0, 545]])"
"train(n)[400, 1200, 800, 120]__batch128_model[128, 16, 64][8, 0]_None_do[0.0, 0.4]_lr[0.01]_multi",0,128.0,,"[400, 1200, 800, 120]","[128, 16, 64]","[8, 0]","[0.0, 0.4]",,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  5.63, tss: [   0.00    4.69   17.84    0.00],hss2: [   0.00    4.64   16.73    0.00] cm: [[0, 289, 71, 0], [0, 656, 423, 0], [0, 347, 401, 0], [0, 30, 49, 0]])","Metric(avg tss:  4.82, tss: [   4.08   -1.99   33.42  -16.25],hss2: [   1.53   -0.99    4.96   -0.27] cm: [[18281, 136259, 46021, 43463], [1593, 25168, 15837, 4482], [188, 1932, 2801, 198], [14, 172, 221, 0]])"
"train(k)[1600, 600, 800, 80]__batchNone_model[16, 64, 32][64, 8]_None_do[0.0, 0.0]_lr[0.01]_multi",0,,"[1600, 600, 800, 80]",,"[16, 64, 32]","[64, 8]","[0.0, 0.0]",,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  45.30, tss: [  67.85   22.52   68.70   22.14],hss2: [  68.09   26.29   58.31   28.82] cm: [[989, 137, 140, 0], [132, 181, 271, 3], [7, 32, 656, 14], [0, 0, 44, 13]])","Metric(avg tss:  35.59, tss: [  41.69   -2.70   45.96   57.40],hss2: [  35.48   -2.93   15.27    3.72] cm: [[199480, 32772, 8412, 3360], [20762, 4939, 14739, 6640], [312, 134, 2762, 1911], [0, 0, 157, 250]])"
"train(n)[1200, 1200, 400, 40]__batchNone_model[128, 128, 32][16, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_multi",0,,,"[1200, 1200, 400, 40]","[128, 128, 32]","[16, 16]","[0.6000000000000001, 0.4]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  21.63, tss: [  38.31   24.95   27.29   -4.04],hss2: [  39.54   24.24   29.13   -1.93] cm: [[594, 372, 17, 100], [218, 707, 156, 2], [30, 216, 138, 1], [0, 17, 15, 0]])","Metric(avg tss:  11.13, tss: [  19.30   12.08   19.39   -6.26],hss2: [  11.61    8.64    5.81   -0.27] cm: [[136068, 71202, 20714, 16040], [17955, 19605, 7119, 2401], [1136, 2404, 1484, 95], [89, 157, 161, 0]])"
"train(n)[400, 900, 800, 160]__batchNone_model[32, 16, 128][32, 8]_0_do[0.2, 0.6000000000000001]_lr[0.01]_multi",0,,,"[400, 900, 800, 160]","[32, 16, 128]","[32, 8]","[0.2, 0.6000000000000001]",0,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  30.63, tss: [  46.56   24.09   26.12   25.74],hss2: [  51.03   24.73   25.56   17.82] cm: [[215, 112, 70, 15], [80, 432, 290, 94], [10, 201, 439, 143], [14, 16, 69, 60]])","Metric(avg tss:  35.42, tss: [  47.06   31.27   35.47   27.88],hss2: [  26.61   22.20    6.96    2.26] cm: [[157843, 70350, 37503, 8546], [5904, 28938, 12520, 3347], [57, 1856, 2896, 880], [18, 147, 207, 173]])"
"train(n)[1600, 1200, 600, 120]__batchNone_model[64, 128, 128][32, 0]_0_do[0.6000000000000001, 0.4]_lr[0.01]_multi",0,,,"[1600, 1200, 600, 120]","[64, 128, 128]","[32, 0]","[0.6000000000000001, 0.4]",0,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  36.89, tss: [  65.69   28.99   52.86    0.00],hss2: [  64.74   30.80   46.10    0.00] cm: [[1352, 183, 19, 0], [375, 550, 298, 0], [40, 158, 409, 0], [4, 26, 106, 0]])","Metric(avg tss:  33.86, tss: [  49.52   24.26   61.66    0.00],hss2: [  44.13   23.90   25.61    0.00] cm: [[235889, 33322, 5031, 0], [19499, 18460, 12750, 0], [1123, 741, 3825, 0], [158, 7, 380, 0]])"
"train(k)[800, 600, 800, 160]__batch128_model[16, 32, 128][8, 16]_None_do[0.0, 0.6000000000000001]_lr[0.01]_multi",0,128.0,"[800, 600, 800, 160]",,"[16, 32, 128]","[8, 16]","[0.0, 0.6000000000000001]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  0.27, tss: [   0.00    0.00   -0.37    1.46],hss2: [   0.00    0.00   -0.25    2.62] cm: [[0, 0, 674, 0], [0, 0, 567, 1], [0, 0, 676, 4], [0, 0, 114, 2]])","Metric(avg tss: -0.16, tss: [   0.00   -7.11   29.45  -22.99],hss2: [   0.00   -8.22    1.58   -0.24] cm: [[19, 29101, 146296, 68608], [4, 2155, 37729, 7192], [0, 53, 4746, 320], [0, 0, 396, 11]])"
"train(n)[800, 300, 600, 120]__batchNone_model[32, 32, 64][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_multi",0,,,"[800, 300, 600, 120]","[32, 32, 64]","[32, 16]","[0.0, 0.4]",avg,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  59.22, tss: [  79.31    4.75   74.82   78.02],hss2: [  78.29    7.53   68.51   78.65] cm: [[744, 4, 47, 1], [132, 16, 170, 1], [13, 0, 556, 20], [0, 0, 24, 92]])","Metric(avg tss:  36.04, tss: [  63.27    0.76   70.71    9.43],hss2: [  55.83    1.23   10.70    3.67] cm: [[241065, 2338, 30095, 744], [13955, 816, 34878, 1060], [72, 55, 5167, 395], [0, 0, 490, 55]])"
"train(k)[1200, 900, 200, 80]__batch1024_model[32, 32, 128][64, 0]_avg_do[0.4, 0.0]_lr[0.01]_multi",0,1024.0,"[1200, 900, 200, 80]",,"[32, 32, 128]","[64, 0]","[0.4, 0.0]",avg,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  59.77, tss: [  62.84   38.48   49.42   88.32],hss2: [  62.84   40.30   37.80   56.71] cm: [[954, 176, 53, 8], [199, 474, 164, 56], [5, 40, 123, 38], [0, 0, 6, 77]])","Metric(avg tss:  47.85, tss: [  65.53   34.13   42.13   49.60],hss2: [  52.36   30.42   18.05    8.09] cm: [[228040, 39768, 5518, 916], [9952, 24736, 12679, 3342], [82, 1276, 2719, 1612], [0, 42, 223, 280]])"
"train(n)[1200, 1200, 800, 40]__batch128_model[16, 16, 64][16, 32]_None_do[0.4, 0.4]_lr[0.01]_multi",0,128.0,,"[1200, 1200, 800, 40]","[16, 16, 64]","[16, 32]","[0.4, 0.4]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  49.38, tss: [  71.91   35.12   66.99   23.49],hss2: [  73.12   37.03   55.94   25.51] cm: [[855, 190, 32, 1], [138, 562, 433, 3], [0, 69, 622, 11], [0, 0, 19, 6]])","Metric(avg tss:  42.58, tss: [  64.45   21.45   77.58    6.85],hss2: [  46.66   18.47   18.76   10.53] cm: [[186581, 46375, 11068, 0], [6284, 18942, 21808, 46], [35, 481, 4555, 48], [0, 8, 371, 28]])"
"train(n)[400, 1200, 400, 120]__batch128_model[128, 32, 64][16, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_multi",0,128.0,,"[400, 1200, 400, 120]","[128, 32, 64]","[16, 8]","[0.2, 0.6000000000000001]",avg,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  49.35, tss: [  67.25   44.85   42.15   43.16],hss2: [  64.73   43.98   37.93   42.22] cm: [[298, 94, 4, 0], [137, 813, 217, 26], [1, 119, 238, 47], [0, 3, 64, 59]])","Metric(avg tss:  46.90, tss: [  64.02   29.71   66.78   27.11],hss2: [  41.80   21.12   21.46   11.02] cm: [[194004, 71924, 8024, 290], [3821, 28232, 17479, 1177], [9, 908, 4252, 520], [0, 0, 394, 151]])"
"train(n)[400, 900, 600, 160]__batchNone_model[64, 128, 16][64, 0]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_multi",0,,,"[400, 900, 600, 160]","[64, 128, 16]","[64, 0]","[0.6000000000000001, 0.0]",avg,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  20.97, tss: [  20.15   12.87   12.41   38.44],hss2: [  28.64   13.59    9.90   21.33] cm: [[83, 155, 123, 46], [4, 265, 522, 117], [0, 33, 353, 195], [0, 0, 70, 94]])","Metric(avg tss:  3.39, tss: [   1.83   -5.47   -2.89   20.10],hss2: [   0.72   -5.88   -0.36    0.14] cm: [[42479, 37819, 70415, 123529], [7194, 4089, 14059, 25367], [565, 148, 1315, 3661], [19, 0, 165, 361]])"
"train(n)[1200, 300, 600, 120]__batch128_model[32, 16, 32][16, 8]_0_do[0.0, 0.6000000000000001]_lr[0.01]_multi",0,128.0,,"[1200, 300, 600, 120]","[32, 16, 32]","[16, 8]","[0.0, 0.6000000000000001]",0,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  25.84, tss: [  49.06    0.00   40.35   13.94],hss2: [  49.04    0.00   34.30   18.91] cm: [[918, 0, 284, 0], [121, 0, 165, 3], [138, 0, 452, 29], [19, 0, 74, 17]])","Metric(avg tss:  22.86, tss: [  25.96    0.00   37.66   27.84],hss2: [  18.34    0.00    3.59   20.64] cm: [[189913, 0, 84231, 98], [23243, 0, 27144, 322], [1243, 0, 4093, 353], [165, 0, 227, 153]])"
"train(k)[800, 900, 200, 40]__batch1024_model[128, 32, 32][16, 0]_0_do[0.4, 0.0]_lr[0.01]_multi",0,1024.0,"[800, 900, 200, 40]",,"[128, 32, 32]","[16, 0]","[0.4, 0.0]",0,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  39.73, tss: [  53.63   35.25   40.31   29.72],hss2: [  56.13   34.91   31.22   36.19] cm: [[483, 297, 28, 0], [67, 660, 170, 6], [2, 82, 98, 5], [0, 10, 13, 10]])","Metric(avg tss:  31.92, tss: [  45.29   18.88   52.91   10.62],hss2: [  22.90    9.56   19.52    9.04] cm: [[132033, 134960, 7243, 6], [1625, 34337, 14438, 309], [0, 1931, 3396, 362], [0, 72, 414, 59]])"
"train(k)[1600, 1200, 800, 80]__batch128_model[128, 32, 64][16, 32]_None_do[0.4, 0.2]_lr[0.01]_multi",0,128.0,"[1600, 1200, 800, 80]",,"[128, 32, 64]","[16, 32]","[0.4, 0.2]",,,0.01,"Metric(avg tss:  51.25, tss: [  66.87   41.70   63.41   33.01],hss2: [  67.96   43.01   56.46   30.92] cm: [[973, 225, 77, 1], [171, 638, 293, 8], [8, 102, 592, 37], [0, 0, 38, 20]])","Metric(avg tss:  47.54, tss: [  64.93   31.31   70.54   23.36],hss2: [  46.20   24.53   22.69   16.23] cm: [[184099, 53412, 6470, 43], [5511, 24963, 16297, 309], [17, 769, 4016, 317], [0, 3, 308, 96]])"
"train(n)[800, 300, 400, 160]__batch1024_model[128, 64, 32][16, 0]_None_do[0.4, 0.4]_lr[0.01]_multi",0,1024.0,,"[800, 300, 400, 160]","[128, 64, 32]","[16, 0]","[0.4, 0.4]",,,0.01,"Metric(avg tss:  63.53, tss: [  77.32   26.40   63.18   87.23],hss2: [  77.34   29.82   62.23   70.46] cm: [[622, 68, 15, 2], [75, 92, 87, 13], [5, 28, 260, 62], [0, 0, 9, 120]])","Metric(avg tss:  42.88, tss: [  62.58   20.78   59.62   28.53],hss2: [  53.72   22.32   17.34    4.20] cm: [[209627, 24213, 9035, 1149], [12214, 14430, 17689, 2747], [56, 426, 3526, 1111], [0, 0, 284, 123]])"
"train(n)[1600, 600, 200, 40]__batchNone_model[16, 16, 128][16, 16]_0_do[0.6000000000000001, 0.4]_lr[0.01]_multi",0,,,"[1600, 600, 200, 40]","[16, 16, 128]","[16, 16]","[0.6000000000000001, 0.4]",0,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  45.74, tss: [  69.51   25.68   37.73   50.06],hss2: [  69.13   28.93   29.47   20.87] cm: [[1407, 133, 35, 14], [158, 221, 178, 59], [4, 47, 94, 52], [0, 6, 11, 21]])","Metric(avg tss:  18.55, tss: [  42.92   15.96   13.93    1.40],hss2: [  21.81   11.68    2.42    0.04] cm: [[132189, 72142, 42579, 27332], [3008, 21560, 16230, 9911], [1, 2067, 1824, 1797], [0, 277, 196, 72]])"
"train(k)[1600, 900, 600, 160]__batch128_model[32, 128, 128][32, 0]_0_do[0.4, 0.2]_lr[0.01]_multi",0,128.0,"[1600, 900, 600, 160]",,"[32, 128, 128]","[32, 0]","[0.4, 0.2]",0,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  64.78, tss: [  68.64   32.29   63.86   94.33],hss2: [  68.81   36.14   50.48   68.59] cm: [[1237, 192, 157, 1], [151, 381, 358, 28], [3, 22, 507, 75], [0, 0, 3, 126]])","Metric(avg tss:  21.75, tss: [  52.66    8.83   35.89  -10.37],hss2: [  28.98   10.65    8.37   -0.11] cm: [[154685, 20789, 25831, 72937], [2121, 8307, 14753, 25528], [9, 355, 2758, 2567], [0, 40, 395, 110]])"
"train(n)[400, 1200, 600, 120]__batch128_model[16, 32, 128][16, 16]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_multi",0,128.0,,"[400, 1200, 600, 120]","[16, 32, 128]","[16, 16]","[0.0, 0.6000000000000001]",avg,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  46.99, tss: [  68.27   37.26   54.80   27.64],hss2: [  62.29   36.40   43.70   31.76] cm: [[309, 75, 12, 1], [180, 590, 438, 14], [4, 46, 499, 35], [0, 0, 82, 35]])","Metric(avg tss:  37.04, tss: [  61.51    4.49   66.99   15.16],hss2: [  38.85    3.92   10.22    6.21] cm: [[186683, 56098, 30945, 516], [3728, 12440, 33643, 898], [10, 112, 4948, 619], [0, 0, 459, 86]])"
"train(k)[400, 1200, 800, 80]__batch128_model[128, 128, 32][64, 32]_0_do[0.0, 0.0]_lr[0.01]_multi",0,128.0,"[400, 1200, 800, 80]",,"[128, 128, 32]","[64, 32]","[0.0, 0.0]",0,,0.01,"Metric(avg tss:  59.67, tss: [  68.16   48.76   56.49   65.27],hss2: [  65.41   48.73   54.03   48.04] cm: [[296, 81, 18, 0], [135, 809, 273, 17], [5, 125, 568, 60], [0, 0, 23, 50]])","Metric(avg tss:  4.99, tss: [   4.50  -19.84   32.42    2.86],hss2: [   1.60  -13.29    2.23    0.07] cm: [[12760, 102748, 122919, 35815], [86, 8586, 34662, 7375], [0, 352, 4606, 731], [0, 25, 432, 88]])"
"train(n)[400, 600, 800, 160]__batch1024_model[64, 128, 128][8, 16]_None_do[0.0, 0.0]_lr[0.01]_multi",0,1024.0,,"[400, 600, 800, 160]","[64, 128, 128]","[8, 16]","[0.0, 0.0]",,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  29.04, tss: [  44.31   25.27   33.28   13.31],hss2: [  53.18   29.27   29.29   19.50] cm: [[171, 40, 157, 0], [30, 186, 358, 2], [0, 43, 636, 18], [0, 0, 100, 17]])","Metric(avg tss:  18.85, tss: [  23.03    4.99   15.70   31.70],hss2: [  12.51    7.39    1.07    2.78] cm: [[117920, 5718, 118331, 2055], [13006, 3449, 25321, 5304], [295, 123, 3331, 1370], [3, 0, 263, 141]])"
"train(n)[1600, 1200, 400, 80]__batchNone_model[64, 16, 32][32, 8]_0_do[0.0, 0.4]_lr[0.01]_multi",0,,,"[1600, 1200, 400, 80]","[64, 16, 32]","[32, 8]","[0.0, 0.4]",0,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  46.41, tss: [  72.07   38.83   61.24   13.49],hss2: [  72.50   40.08   41.93   20.23] cm: [[1237, 280, 37, 0], [129, 693, 417, 0], [1, 69, 324, 14], [0, 0, 68, 11]])","Metric(avg tss:  43.19, tss: [  67.34   30.36   71.23    3.84],hss2: [  48.83   25.27   19.83    6.86] cm: [[213736, 49907, 10599, 0], [6003, 24623, 20060, 23], [30, 1043, 4596, 20], [0, 79, 445, 21]])"
"train(k)[1600, 600, 200, 80]__batch128_model[32, 16, 32][16, 16]_None_do[0.0, 0.0]_lr[0.01]_multi",0,128.0,"[1600, 600, 200, 80]",,"[32, 16, 32]","[16, 16]","[0.0, 0.0]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  59.47, tss: [  67.00   43.35   54.02   73.49],hss2: [  62.84   41.22   41.08   54.28] cm: [[1007, 261, 59, 1], [69, 340, 113, 25], [0, 33, 112, 31], [0, 0, 14, 45]])","Metric(avg tss:  35.83, tss: [  50.30    4.17    1.29   87.55],hss2: [  52.99    6.39    1.45    2.01] cm: [[228116, 3819, 1755, 10334], [22351, 2714, 2110, 19905], [364, 167, 134, 4454], [0, 0, 3, 404]])"
"train(n)[1200, 600, 600, 160]__batch128_model[16, 16, 64][8, 32]_None_do[0.0, 0.6000000000000001]_lr[0.01]_multi",0,128.0,,"[1200, 600, 600, 160]","[16, 16, 64]","[8, 32]","[0.0, 0.6000000000000001]",,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  16.19, tss: [  29.18    9.16   26.41    0.00],hss2: [  28.20   12.39   30.13    0.00] cm: [[1024, 41, 14, 0], [404, 70, 87, 0], [324, 16, 185, 0], [62, 0, 54, 0]])","Metric(avg tss:  6.52, tss: [   6.82   -8.32   27.58    0.00],hss2: [   6.00   -7.64   15.11    0.00] cm: [[188540, 51321, 4163, 0], [33572, 5803, 7705, 0], [3302, 193, 1624, 0], [183, 0, 224, 0]])"
"train(n)[400, 600, 400, 80]__batchNone_model[32, 64, 64][16, 32]_0_do[0.4, 0.2]_lr[0.01]_multi",0,,,"[400, 600, 400, 80]","[32, 64, 64]","[16, 32]","[0.4, 0.2]",0,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  56.88, tss: [  74.01   38.93   42.60   71.98],hss2: [  74.76   40.84   39.36   45.23] cm: [[325, 69, 11, 0], [66, 312, 209, 21], [1, 39, 247, 98], [0, 0, 16, 66]])","Metric(avg tss:  52.70, tss: [  66.14   26.66   48.66   69.35],hss2: [  47.11   21.95   14.69   13.05] cm: [[210204, 53376, 10278, 384], [5971, 23279, 18769, 2690], [15, 601, 3279, 1794], [0, 0, 159, 386]])"
"train(n)[800, 600, 800, 80]__batch128_model[128, 128, 128][64, 16]_avg_do[0.4, 0.2]_lr[0.01]_multi",0,128.0,,"[800, 600, 800, 80]","[128, 128, 128]","[64, 16]","[0.4, 0.2]",avg,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  26.83, tss: [  45.19   23.93   38.20    0.00],hss2: [  50.71   27.76   32.10    0.00] cm: [[383, 78, 342, 0], [35, 185, 348, 0], [2, 68, 749, 0], [0, 2, 88, 0]])","Metric(avg tss:  15.35, tss: [  17.73   -1.28   46.74   -1.78],hss2: [   8.35   -1.63    3.72   -0.04] cm: [[101954, 20777, 103230, 48281], [10930, 3122, 30971, 5686], [146, 85, 5013, 445], [0, 0, 465, 80]])"
