id,model id,run no.,val_part,test_part,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,best_val_run,test_run
"train(k)[2800, 800]_val[0.2]_test[2]_batch1024_model[128, 16, 64][64, 0]_avg_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2800, 800]__batch1024_model[128, 16, 64][64, 0]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,2,1024.0,"[2800, 800]",,"[128, 16, 64]","[64, 0]","[0.0, 0.0]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 88.58, hss2:  75.37, cm: [[512, 66], [0, 142]])","Metric(tss: 77.25, hss2:  11.16, cm: [[70252, 16904], [47, 1354]])"
"train(k)[2800, 800]_val[0.2]_test[3]_batch1024_model[128, 16, 64][64, 0]_avg_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2800, 800]__batch1024_model[128, 16, 64][64, 0]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,3,1024.0,"[2800, 800]",,"[128, 16, 64]","[64, 0]","[0.0, 0.0]",avg,"[0.2, 0.8]",0.01,"Metric(tss:  0.00, hss2:  0.00, cm: [[0, 564], [0, 153]])","Metric(tss:  0.00, hss2:  0.00, cm: [[0, 41086], [0, 1424]])"
"train(k)[2800, 800]_val[0.2]_test[4]_batch1024_model[128, 16, 64][64, 0]_avg_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2800, 800]__batch1024_model[128, 16, 64][64, 0]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,4,1024.0,"[2800, 800]",,"[128, 16, 64]","[64, 0]","[0.0, 0.0]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 86.13, hss2:  74.89, cm: [[477, 73], [1, 166]])","Metric(tss: 74.85, hss2:  11.91, cm: [[37495, 12601], [0, 1165]])"
"train(k)[2800, 800]_val[0.2]_test[5]_batch1024_model[128, 16, 64][64, 0]_avg_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2800, 800]__batch1024_model[128, 16, 64][64, 0]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,5,1024.0,"[2800, 800]",,"[128, 16, 64]","[64, 0]","[0.0, 0.0]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 86.75, hss2:  76.45, cm: [[505, 60], [4, 148]])","Metric(tss: 82.16, hss2:  13.56, cm: [[64184, 10191], [41, 949]])"
"train(k)[2400, 400]_val[0.2]_test[1]_batch1024_model[32, 64, 64][32, 32]_0_do[0.0, 0.2]_lr[0.01]_binary","train(k)[2400, 400]__batch1024_model[32, 64, 64][32, 32]_0_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,1,1024.0,"[2400, 400]",,"[32, 64, 64]","[32, 32]","[0.0, 0.2]",0,,0.01,"Metric(tss: 89.60, hss2:  75.45, cm: [[443, 38], [2, 78]])","Metric(tss: 70.76, hss2:  19.88, cm: [[65457, 6781], [249, 1005]])"
"train(k)[2400, 400]_val[0.2]_test[2]_batch1024_model[32, 64, 64][32, 32]_0_do[0.0, 0.2]_lr[0.01]_binary","train(k)[2400, 400]__batch1024_model[32, 64, 64][32, 32]_0_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,2,1024.0,"[2400, 400]",,"[32, 64, 64]","[32, 32]","[0.0, 0.2]",0,,0.01,"Metric(tss: 88.61, hss2:  74.83, cm: [[426, 43], [2, 88]])","Metric(tss: 61.10, hss2:  31.86, cm: [[84047, 3109], [495, 906]])"
"train(k)[2400, 400]_val[0.2]_test[3]_batch1024_model[32, 64, 64][32, 32]_0_do[0.0, 0.2]_lr[0.01]_binary","train(k)[2400, 400]__batch1024_model[32, 64, 64][32, 32]_0_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,3,1024.0,"[2400, 400]",,"[32, 64, 64]","[32, 32]","[0.0, 0.2]",0,,0.01,"Metric(tss: 82.70, hss2:  67.56, cm: [[446, 42], [6, 63]])","Metric(tss: 78.00, hss2:  26.53, cm: [[35251, 5835], [111, 1313]])"
"train(k)[2400, 400]_val[0.2]_test[4]_batch1024_model[32, 64, 64][32, 32]_0_do[0.0, 0.2]_lr[0.01]_binary","train(k)[2400, 400]__batch1024_model[32, 64, 64][32, 32]_0_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,4,1024.0,"[2400, 400]",,"[32, 64, 64]","[32, 32]","[0.0, 0.2]",0,,0.01,"Metric(tss: 90.40, hss2:  78.00, cm: [[439, 34], [2, 81]])","Metric(tss: 75.12, hss2:  19.16, cm: [[43005, 7091], [125, 1040]])"
"train(k)[2400, 400]_val[0.2]_test[5]_batch1024_model[32, 64, 64][32, 32]_0_do[0.0, 0.2]_lr[0.01]_binary","train(k)[2400, 400]__batch1024_model[32, 64, 64][32, 32]_0_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,5,1024.0,"[2400, 400]",,"[32, 64, 64]","[32, 32]","[0.0, 0.2]",0,,0.01,"Metric(tss: 80.19, hss2:  61.23, cm: [[398, 72], [4, 85]])","Metric(tss: 78.78, hss2:  9.20, cm: [[59191, 15184], [8, 982]])"
"train(n)[3600, 1000]_val[0.2]_test[1]_batch128_model[128, 128, 128][8, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1000]__batch128_model[128, 128, 128][8, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,128.0,,"[3600, 1000]","[128, 128, 128]","[8, 0]","[0.0, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss:  0.00, hss2:  0.00, cm: [[711, 0], [209, 0]])","Metric(tss:  0.00, hss2:  0.00, cm: [[72238, 0], [1254, 0]])"
"train(n)[3600, 1000]_val[0.2]_test[2]_batch128_model[128, 128, 128][8, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1000]__batch128_model[128, 128, 128][8, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,128.0,,"[3600, 1000]","[128, 128, 128]","[8, 0]","[0.0, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss:  0.00, hss2:  0.00, cm: [[724, 0], [196, 0]])","Metric(tss:  0.00, hss2:  0.00, cm: [[87156, 0], [1401, 0]])"
"train(n)[3600, 1000]_val[0.2]_test[3]_batch128_model[128, 128, 128][8, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1000]__batch128_model[128, 128, 128][8, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,128.0,,"[3600, 1000]","[128, 128, 128]","[8, 0]","[0.0, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 83.75, hss2:  78.28, cm: [[663, 56], [17, 184]])","Metric(tss: 72.20, hss2:  15.10, cm: [[29922, 11164], [9, 1415]])"
"train(n)[3600, 1000]_val[0.2]_test[4]_batch128_model[128, 128, 128][8, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1000]__batch128_model[128, 128, 128][8, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,0.2,4,128.0,,"[3600, 1000]","[128, 128, 128]","[8, 0]","[0.0, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 85.32, hss2:  75.32, cm: [[628, 84], [6, 202]])","Metric(tss: 83.03, hss2:  20.33, cm: [[42714, 7382], [26, 1139]])"
"train(n)[3600, 1000]_val[0.2]_test[5]_batch128_model[128, 128, 128][8, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1000]__batch128_model[128, 128, 128][8, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,0.2,5,128.0,,"[3600, 1000]","[128, 128, 128]","[8, 0]","[0.0, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss:  0.00, hss2:  0.00, cm: [[700, 0], [220, 0]])","Metric(tss:  0.00, hss2:  0.00, cm: [[74375, 0], [990, 0]])"
"train(k)[4000, 800]_val[0.2]_test[1]_batch1024_model[16, 16, 128][8, 0]_0_do[0.2, 0.0]_lr[0.01]_binary","train(k)[4000, 800]__batch1024_model[16, 16, 128][8, 0]_0_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,1,1024.0,"[4000, 800]",,"[16, 16, 128]","[8, 0]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 80.62, hss2:  73.14, cm: [[729, 61], [19, 144]])","Metric(tss: 74.44, hss2:  15.25, cm: [[62187, 10051], [146, 1108]])"
"train(k)[4000, 800]_val[0.2]_test[2]_batch1024_model[16, 16, 128][8, 0]_0_do[0.2, 0.0]_lr[0.01]_binary","train(k)[4000, 800]__batch1024_model[16, 16, 128][8, 0]_0_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,2,1024.0,"[4000, 800]",,"[16, 16, 128]","[8, 0]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 86.75, hss2:  77.93, cm: [[736, 54], [10, 146]])","Metric(tss: 75.70, hss2:  11.33, cm: [[70890, 16266], [79, 1322]])"
"train(k)[4000, 800]_val[0.2]_test[3]_batch1024_model[16, 16, 128][8, 0]_0_do[0.2, 0.0]_lr[0.01]_binary","train(k)[4000, 800]__batch1024_model[16, 16, 128][8, 0]_0_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,3,1024.0,"[4000, 800]",,"[16, 16, 128]","[8, 0]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 82.38, hss2:  67.43, cm: [[726, 85], [10, 130]])","Metric(tss: 67.93, hss2:  12.64, cm: [[28168, 12918], [9, 1415]])"
"train(k)[4000, 800]_val[0.2]_test[4]_batch1024_model[16, 16, 128][8, 0]_0_do[0.2, 0.0]_lr[0.01]_binary","train(k)[4000, 800]__batch1024_model[16, 16, 128][8, 0]_0_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,4,1024.0,"[4000, 800]",,"[16, 16, 128]","[8, 0]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 84.90, hss2:  69.97, cm: [[696, 96], [5, 163]])","Metric(tss: 79.35, hss2:  14.87, cm: [[39752, 10344], [0, 1165]])"
"train(k)[4000, 800]_val[0.2]_test[5]_batch1024_model[16, 16, 128][8, 0]_0_do[0.2, 0.0]_lr[0.01]_binary","train(k)[4000, 800]__batch1024_model[16, 16, 128][8, 0]_0_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,5,1024.0,"[4000, 800]",,"[16, 16, 128]","[8, 0]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 83.89, hss2:  69.84, cm: [[726, 79], [9, 134]])","Metric(tss: 83.21, hss2:  19.69, cm: [[67823, 6552], [79, 911]])"
"train(n)[2800, 600]_val[0.2]_test[1]_batchNone_model[32, 32, 64][16, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[2800, 600]__batchNone_model[32, 32, 64][16, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,,,"[2800, 600]","[32, 32, 64]","[16, 16]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 79.74, hss2:  61.76, cm: [[454, 99], [3, 124]])","Metric(tss: 33.61, hss2:  36.67, cm: [[71629, 609], [822, 432]])"
"train(n)[2800, 600]_val[0.2]_test[2]_batchNone_model[32, 32, 64][16, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[2800, 600]__batchNone_model[32, 32, 64][16, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,,,"[2800, 600]","[32, 32, 64]","[16, 16]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 81.90, hss2:  60.86, cm: [[480, 93], [2, 105]])","Metric(tss: 76.13, hss2:  10.08, cm: [[68465, 18691], [34, 1367]])"
"train(n)[2800, 600]_val[0.2]_test[3]_batchNone_model[32, 32, 64][16, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[2800, 600]__batchNone_model[32, 32, 64][16, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,,,"[2800, 600]","[32, 32, 64]","[16, 16]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 84.65, hss2:  68.62, cm: [[491, 72], [3, 114]])","Metric(tss: 73.40, hss2:  15.91, cm: [[30417, 10669], [9, 1415]])"
"train(n)[2800, 600]_val[0.2]_test[4]_batchNone_model[32, 32, 64][16, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[2800, 600]__batchNone_model[32, 32, 64][16, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,4,,,"[2800, 600]","[32, 32, 64]","[16, 16]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 79.68, hss2:  58.73, cm: [[460, 105], [2, 113]])","Metric(tss: 57.21, hss2:  5.73, cm: [[28661, 21435], [0, 1165]])"
"train(n)[2800, 600]_val[0.2]_test[5]_batchNone_model[32, 32, 64][16, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[2800, 600]__batchNone_model[32, 32, 64][16, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,5,,,"[2800, 600]","[32, 32, 64]","[16, 16]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 82.29, hss2:  60.65, cm: [[476, 96], [1, 107]])","Metric(tss: 71.49, hss2:  6.37, cm: [[53844, 20531], [9, 981]])"
"train(k)[2800, 400]_val[0.2]_test[1]_batch128_model[32, 32, 128][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_binary","train(k)[2800, 400]__batch128_model[32, 32, 128][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,1,128.0,"[2800, 400]",,"[32, 32, 128]","[32, 16]","[0.0, 0.4]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 88.18, hss2:  70.84, cm: [[527, 44], [3, 70]])","Metric(tss: 67.95, hss2:  25.39, cm: [[67638, 4600], [322, 932]])"
"train(k)[2800, 400]_val[0.2]_test[2]_batch128_model[32, 32, 128][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_binary","train(k)[2800, 400]__batch128_model[32, 32, 128][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,2,128.0,"[2800, 400]",,"[32, 32, 128]","[32, 16]","[0.0, 0.4]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 92.34, hss2:  75.25, cm: [[518, 43], [0, 81]])","Metric(tss: 79.72, hss2:  18.17, cm: [[77382, 9774], [127, 1274]])"
"train(k)[2800, 400]_val[0.2]_test[3]_batch128_model[32, 32, 128][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_binary","train(k)[2800, 400]__batch128_model[32, 32, 128][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,3,128.0,"[2800, 400]",,"[32, 32, 128]","[32, 16]","[0.0, 0.4]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 88.70, hss2:  70.25, cm: [[495, 56], [1, 87]])","Metric(tss: 37.59, hss2:  3.88, cm: [[15445, 25641], [0, 1424]])"
"train(k)[2800, 400]_val[0.2]_test[4]_batch128_model[32, 32, 128][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_binary","train(k)[2800, 400]__batch128_model[32, 32, 128][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,4,128.0,"[2800, 400]",,"[32, 32, 128]","[32, 16]","[0.0, 0.4]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 86.23, hss2:  62.71, cm: [[490, 70], [1, 78]])","Metric(tss: 78.83, hss2:  14.48, cm: [[39493, 10603], [0, 1165]])"
"train(k)[2800, 400]_val[0.2]_test[5]_batch128_model[32, 32, 128][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_binary","train(k)[2800, 400]__batch128_model[32, 32, 128][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,5,128.0,"[2800, 400]",,"[32, 32, 128]","[32, 16]","[0.0, 0.4]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 91.44, hss2:  71.83, cm: [[513, 48], [0, 76]])","Metric(tss: 17.13, hss2:  0.54, cm: [[12741, 61634], [0, 990]])"
"train(k)[800, 1000]_val[0.2]_test[1]_batch128_model[16, 128, 16][16, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary","train(k)[800, 1000]__batch128_model[16, 128, 16][16, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,0.2,1,128.0,"[800, 1000]",,"[16, 128, 16]","[16, 8]","[0.6000000000000001, 0.0]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 88.85, hss2:  89.18, cm: [[152, 17], [2, 182]])","Metric(tss: 36.95, hss2:  1.96, cm: [[26693, 45545], [0, 1254]])"
"train(k)[800, 1000]_val[0.2]_test[2]_batch128_model[16, 128, 16][16, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary","train(k)[800, 1000]__batch128_model[16, 128, 16][16, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,0.2,2,128.0,"[800, 1000]",,"[16, 128, 16]","[16, 8]","[0.6000000000000001, 0.0]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 89.42, hss2:  89.87, cm: [[150, 14], [4, 192]])","Metric(tss: 53.32, hss2:  3.53, cm: [[47032, 40124], [9, 1392]])"
"train(k)[800, 1000]_val[0.2]_test[3]_batch128_model[16, 128, 16][16, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary","train(k)[800, 1000]__batch128_model[16, 128, 16][16, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,0.2,3,128.0,"[800, 1000]",,"[16, 128, 16]","[16, 8]","[0.6000000000000001, 0.0]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 88.60, hss2:  89.23, cm: [[147, 17], [2, 192]])","Metric(tss: 53.43, hss2:  7.14, cm: [[21954, 19132], [0, 1424]])"
"train(k)[800, 1000]_val[0.2]_test[4]_batch128_model[16, 128, 16][16, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary","train(k)[800, 1000]__batch128_model[16, 128, 16][16, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,0.2,4,128.0,"[800, 1000]",,"[16, 128, 16]","[16, 8]","[0.6000000000000001, 0.0]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 87.22, hss2:  87.71, cm: [[131, 13], [8, 205]])","Metric(tss: 63.10, hss2:  7.21, cm: [[31612, 18484], [0, 1165]])"
"train(k)[800, 1000]_val[0.2]_test[5]_batch128_model[16, 128, 16][16, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary","train(k)[800, 1000]__batch128_model[16, 128, 16][16, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,0.2,5,128.0,"[800, 1000]",,"[16, 128, 16]","[16, 8]","[0.6000000000000001, 0.0]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 86.52, hss2:  86.52, cm: [[165, 13], [11, 167]])","Metric(tss: 46.09, hss2:  2.20, cm: [[34282, 40093], [0, 990]])"
"train(k)[2800, 200]_val[0.2]_test[1]_batch128_model[16, 32, 128][64, 0]_avg_do[0.2, 0.2]_lr[0.01]_binary","train(k)[2800, 200]__batch128_model[16, 32, 128][64, 0]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,1,128.0,"[2800, 200]",,"[16, 32, 128]","[64, 0]","[0.2, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 78.09, hss2:  51.04, cm: [[513, 47], [5, 32]])","Metric(tss: 73.12, hss2:  22.77, cm: [[66360, 5878], [235, 1019]])"
"train(k)[2800, 200]_val[0.2]_test[2]_batch128_model[16, 32, 128][64, 0]_avg_do[0.2, 0.2]_lr[0.01]_binary","train(k)[2800, 200]__batch128_model[16, 32, 128][64, 0]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,2,128.0,"[2800, 200]",,"[16, 32, 128]","[64, 0]","[0.2, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 88.90, hss2:  57.52, cm: [[510, 48], [1, 39]])","Metric(tss: 76.22, hss2:  10.80, cm: [[69853, 17303], [55, 1346]])"
"train(k)[2800, 200]_val[0.2]_test[3]_batch128_model[16, 32, 128][64, 0]_avg_do[0.2, 0.2]_lr[0.01]_binary","train(k)[2800, 200]__batch128_model[16, 32, 128][64, 0]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,3,128.0,"[2800, 200]",,"[16, 32, 128]","[64, 0]","[0.2, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 86.37, hss2:  46.89, cm: [[506, 60], [1, 32]])","Metric(tss: 79.23, hss2:  31.11, cm: [[36390, 4696], [133, 1291]])"
"train(k)[2800, 200]_val[0.2]_test[4]_batch128_model[16, 32, 128][64, 0]_avg_do[0.2, 0.2]_lr[0.01]_binary","train(k)[2800, 200]__batch128_model[16, 32, 128][64, 0]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,4,128.0,"[2800, 200]",,"[16, 32, 128]","[64, 0]","[0.2, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 86.88, hss2:  53.20, cm: [[496, 60], [1, 42]])","Metric(tss: 74.37, hss2:  11.65, cm: [[37256, 12840], [0, 1165]])"
"train(k)[2800, 200]_val[0.2]_test[5]_batch128_model[16, 32, 128][64, 0]_avg_do[0.2, 0.2]_lr[0.01]_binary","train(k)[2800, 200]__batch128_model[16, 32, 128][64, 0]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,5,128.0,"[2800, 200]",,"[16, 32, 128]","[64, 0]","[0.2, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 88.14, hss2:  61.70, cm: [[520, 35], [2, 34]])","Metric(tss: 83.05, hss2:  25.78, cm: [[69809, 4566], [107, 883]])"
"train(n)[1200, 200]_val[0.2]_test[1]_batch128_model[32, 32, 16][32, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary","train(n)[1200, 200]__batch128_model[32, 32, 16][32, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,128.0,,"[1200, 200]","[32, 32, 16]","[32, 32]","[0.4, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 84.46, hss2:  61.19, cm: [[215, 31], [1, 33]])","Metric(tss:  0.01, hss2:  0.00, cm: [[5, 72233], [0, 1254]])"
"train(n)[1200, 200]_val[0.2]_test[2]_batch128_model[32, 32, 16][32, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary","train(n)[1200, 200]__batch128_model[32, 32, 16][32, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,128.0,,"[1200, 200]","[32, 32, 16]","[32, 32]","[0.4, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 83.96, hss2:  67.82, cm: [[210, 27], [2, 41]])","Metric(tss: 69.20, hss2:  7.12, cm: [[62304, 24852], [32, 1369]])"
"train(n)[1200, 200]_val[0.2]_test[3]_batch128_model[32, 32, 16][32, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary","train(n)[1200, 200]__batch128_model[32, 32, 16][32, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,128.0,,"[1200, 200]","[32, 32, 16]","[32, 32]","[0.4, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 87.98, hss2:  73.11, cm: [[213, 23], [1, 43]])","Metric(tss: 70.05, hss2:  33.93, cm: [[37639, 3447], [307, 1117]])"
"train(n)[1200, 200]_val[0.2]_test[4]_batch128_model[32, 32, 16][32, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary","train(n)[1200, 200]__batch128_model[32, 32, 16][32, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,0.2,4,128.0,,"[1200, 200]","[32, 32, 16]","[32, 32]","[0.4, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 86.65, hss2:  68.30, cm: [[215, 26], [1, 38]])","Metric(tss: 52.04, hss2:  4.70, cm: [[26072, 24024], [0, 1165]])"
"train(n)[1200, 200]_val[0.2]_test[5]_batch128_model[32, 32, 16][32, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary","train(n)[1200, 200]__batch128_model[32, 32, 16][32, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,0.2,5,128.0,,"[1200, 200]","[32, 32, 16]","[32, 32]","[0.4, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 83.27, hss2:  59.30, cm: [[211, 34], [1, 34]])","Metric(tss:  0.10, hss2:  0.00, cm: [[74, 74301], [0, 990]])"
"train(n)[1600, 1400]_val[0.2]_test[1]_batch1024_model[64, 128, 64][16, 32]_0_do[0.2, 0.2]_lr[0.01]_binary","train(n)[1600, 1400]__batch1024_model[64, 128, 64][16, 32]_0_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,1,1024.0,,"[1600, 1400]","[64, 128, 64]","[16, 32]","[0.2, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 92.57, hss2:  92.31, cm: [[306, 17], [6, 271]])","Metric(tss: 58.40, hss2:  4.76, cm: [[43456, 28782], [22, 1232]])"
"train(n)[1600, 1400]_val[0.2]_test[2]_batch1024_model[64, 128, 64][16, 32]_0_do[0.2, 0.2]_lr[0.01]_binary","train(n)[1600, 1400]__batch1024_model[64, 128, 64][16, 32]_0_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,2,1024.0,,"[1600, 1400]","[64, 128, 64]","[16, 32]","[0.2, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 90.62, hss2:  89.99, cm: [[299, 27], [3, 271]])","Metric(tss: 62.56, hss2:  5.10, cm: [[55082, 32074], [9, 1392]])"
"train(n)[1600, 1400]_val[0.2]_test[3]_batch1024_model[64, 128, 64][16, 32]_0_do[0.2, 0.2]_lr[0.01]_binary","train(n)[1600, 1400]__batch1024_model[64, 128, 64][16, 32]_0_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,3,1024.0,,"[1600, 1400]","[64, 128, 64]","[16, 32]","[0.2, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 90.20, hss2:  90.32, cm: [[270, 24], [5, 301]])","Metric(tss: 27.87, hss2:  2.52, cm: [[11450, 29636], [0, 1424]])"
"train(n)[1600, 1400]_val[0.2]_test[4]_batch1024_model[64, 128, 64][16, 32]_0_do[0.2, 0.2]_lr[0.01]_binary","train(n)[1600, 1400]__batch1024_model[64, 128, 64][16, 32]_0_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,4,1024.0,,"[1600, 1400]","[64, 128, 64]","[16, 32]","[0.2, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 91.83, hss2:  91.67, cm: [[286, 22], [3, 289]])","Metric(tss: 68.87, hss2:  9.14, cm: [[34502, 15594], [0, 1165]])"
